,SYMBOL,Gene,Feature
563,CDH26,ENSG00000124215,ENST00000348616
564,CDH26,ENSG00000124215,ENST00000497614
565,CDH26,ENSG00000124215,ENST00000350849
566,CDH26,ENSG00000124215,ENST00000244049
567,,,ENSR00001960985
568,TIAM1,ENSG00000156299,ENST00000286827
569,TIAM1,ENSG00000156299,ENST00000541036
570,NKAP,ENSG00000101882,ENST00000482407
571,NKAP,ENSG00000101882,ENST00000477789
572,NKAP,ENSG00000101882,ENST00000371410
573,NKAP,ENSG00000101882,ENST00000482407
574,NKAP,ENSG00000101882,ENST00000477789
575,NKAP,ENSG00000101882,ENST00000371410
576,,,ENSR00001740942
577,,,ENSR00000668705
578,,,
579,PADI6,ENSG00000276747,ENST00000619609
580,,,ENSR00001517838
581,LYPLA2,ENSG00000011009,ENST00000374503
582,LYPLA2,ENSG00000011009,ENST00000374501
583,GALE,ENSG00000117308,ENST00000467493
584,LYPLA2,ENSG00000011009,ENST00000374505
585,GALE,ENSG00000117308,ENST00000418277
586,GALE,ENSG00000117308,ENST00000425913
587,GALE,ENSG00000117308,ENST00000486382
588,GALE,ENSG00000117308,ENST00000470949
589,GALE,ENSG00000117308,ENST00000429356
590,GALE,ENSG00000117308,ENST00000470383
591,LYPLA2,ENSG00000011009,ENST00000374514
592,HMGCL,ENSG00000117305,ENST00000374487
593,LYPLA2,ENSG00000011009,ENST00000495365
594,GALE,ENSG00000117308,ENST00000466250
595,GALE,ENSG00000117308,ENST00000456977
596,HMGCL,ENSG00000117305,ENST00000235958
597,HMGCL,ENSG00000117305,ENST00000436439
598,GALE,ENSG00000117308,ENST00000481736
599,HMGCL,ENSG00000117305,ENST00000374490
600,GALE,ENSG00000117308,ENST00000459934
601,LYPLA2,ENSG00000011009,ENST00000420982
602,GALE,ENSG00000117308,ENST00000469556
603,GALE,ENSG00000117308,ENST00000467070
604,LYPLA2,ENSG00000011009,ENST00000421070
605,GALE,ENSG00000117308,ENST00000617979
606,LYPLA2,ENSG00000011009,ENST00000492577
607,GALE,ENSG00000117308,ENST00000445705
608,GALE,ENSG00000117308,ENST00000374497
609,LYPLA2,ENSG00000011009,ENST00000374502
610,LYPLA2,ENSG00000011009,ENST00000472213
611,SNHG3,ENSG00000242125,ENST00000413987
612,RCC1,ENSG00000180198,ENST00000398958
613,RCC1,ENSG00000180198,ENST00000427469
614,RCC1,ENSG00000180198,ENST00000434290
615,SNORA73B,ENSG00000200087,ENST00000363217
616,RCC1,ENSG00000180198,ENST00000373833
617,SNHG3,ENSG00000242125,ENST00000437681
618,SNORA73A,ENSG00000274266,ENST00000364938
619,SNHG3,ENSG00000242125,ENST00000447507
620,RCC1,ENSG00000180198,ENST00000419074
621,,,ENSR00001745754
622,BCAN,ENSG00000132692,ENST00000424639
623,BCAN,ENSG00000132692,ENST00000361588
624,BCAN,ENSG00000132692,ENST00000479949
625,BCAN,ENSG00000132692,ENST00000441358
626,BCAN,ENSG00000132692,ENST00000457777
627,BCAN,ENSG00000132692,ENST00000496038
628,BCAN,ENSG00000132692,ENST00000491823
629,BCAN,ENSG00000132692,ENST00000329117
630,RP11-284F21.7,ENSG00000229953,ENST00000448869
631,C2orf70,ENSG00000173557,ENST00000453368
632,CIB4,ENSG00000157884,ENST00000288861
633,C2orf70,ENSG00000173557,ENST00000329615
634,C2orf70,ENSG00000173557,ENST00000479453
635,C2orf70,ENSG00000173557,ENST00000409392
636,CIB4,ENSG00000157884,ENST00000403670
637,MAP3K2,ENSG00000169967,ENST00000409947
638,MAP3K2,ENSG00000169967,ENST00000344908
639,,,ENSR00001934946
640,HECW2,ENSG00000138411,ENST00000409111
641,HECW2,ENSG00000138411,ENST00000260983
642,AGXT,ENSG00000172482,ENST00000476698
643,AGXT,ENSG00000172482,ENST00000472436
644,AGXT,ENSG00000172482,ENST00000307503
645,SLC15A2,ENSG00000163406,ENST00000489711
646,SLC15A2,ENSG00000163406,ENST00000295605
647,SLC15A2,ENSG00000163406,ENST00000469422
648,PLXND1,ENSG00000004399,ENST00000324093
649,PLXND1,ENSG00000004399,ENST00000515191
650,PLXND1,ENSG00000004399,ENST00000504767
651,PLXND1,ENSG00000004399,ENST00000511018
652,PLXND1,ENSG00000004399,ENST00000514990
653,PLXND1,ENSG00000004399,ENST00000505505
654,,,ENSR00001990858
655,LINC00969,ENSG00000242086,ENST00000452844
656,SDHAP2,ENSG00000215837,ENST00000455183
657,LINC00969,ENSG00000242086,ENST00000445430
658,LINC00969,ENSG00000242086,ENST00000457233
659,LINC00969,ENSG00000242086,ENST00000453324
660,LINC00969,ENSG00000242086,ENST00000429897
661,LINC00969,ENSG00000242086,ENST00000425425
662,LINC00969,ENSG00000242086,ENST00000446521
663,,,ENSR00002000412
664,SCOC-AS1,ENSG00000196951,ENST00000512692
665,SCOC,ENSG00000153130,ENST00000394205
666,,,ENSR00002016442
667,,,ENSR00002022064
668,,,ENSR00001691064
669,,,
670,Y_RNA,ENSG00000199487,ENST00000362617
671,MTHFD2P6,ENSG00000249266,ENST00000506170
672,ANKRD32,ENSG00000133302,ENST00000450932
673,ANKRD32,ENSG00000133302,ENST00000265140
674,,,
675,MDGA1,ENSG00000112139,ENST00000502298
676,MDGA1,ENSG00000112139,ENST00000510077
677,MDGA1,ENSG00000112139,ENST00000434837
678,MDGA1,ENSG00000112139,ENST00000478143
679,MDGA1,ENSG00000112139,ENST00000505425
680,MDGA1,ENSG00000112139,ENST00000418178
681,,,ENSR00002052782
682,DOCK4,ENSG00000128512,ENST00000437633
683,DOCK4,ENSG00000128512,ENST00000494651
684,DOCK4,ENSG00000128512,ENST00000423057
685,DOCK4-AS1,ENSG00000225572,ENST00000452714
686,DOCK4,ENSG00000128512,ENST00000428084
687,DOCK4,ENSG00000128512,ENST00000445943
688,DOCK4,ENSG00000128512,ENST00000469898
689,PIGO,ENSG00000165282,ENST00000465745
690,RP11-182N22.8,ENSG00000234181,ENST00000431804
691,PIGO,ENSG00000165282,ENST00000491687
692,PIGO,ENSG00000165282,ENST00000474436
693,PIGO,ENSG00000165282,ENST00000378617
694,PIGO,ENSG00000165282,ENST00000492770
695,PIGO,ENSG00000165282,ENST00000472208
696,PIGO,ENSG00000165282,ENST00000298004
697,PIGO,ENSG00000165282,ENST00000361778
698,RP11-262H14.3,ENSG00000234665,ENST00000445604
699,RP11-262H14.3,ENSG00000234665,ENST00000438699
700,RP11-262H14.3,ENSG00000234665,ENST00000591993
701,RP11-262H14.3,ENSG00000234665,ENST00000585533
702,RP11-262H14.3,ENSG00000234665,ENST00000609749
703,TJP2,ENSG00000119139,ENST00000498204
704,TJP2,ENSG00000119139,ENST00000535702
705,TJP2,ENSG00000119139,ENST00000265384
706,TJP2,ENSG00000119139,ENST00000453658
707,TJP2,ENSG00000119139,ENST00000377245
708,TJP2,ENSG00000119139,ENST00000539225
709,TJP2,ENSG00000119139,ENST00000348208
710,TLE4,ENSG00000106829,ENST00000462803
711,TLE4,ENSG00000106829,ENST00000435650
712,TLE4,ENSG00000106829,ENST00000265284
713,TLE4,ENSG00000106829,ENST00000463431
714,TLE4,ENSG00000106829,ENST00000376544
715,TLE4,ENSG00000106829,ENST00000376552
716,TLE4,ENSG00000106829,ENST00000490347
717,TLE4,ENSG00000106829,ENST00000470872
718,TLE4,ENSG00000106829,ENST00000376537
719,TLE4,ENSG00000106829,ENST00000428713
720,,,ENSR00002119121
721,SPATA31D5P,ENSG00000240632,ENST00000527857
722,SPATA31D5P,ENSG00000240632,ENST00000376459
723,IARS,ENSG00000196305,ENST00000627121
724,IARS,ENSG00000196305,ENST00000375643
725,IARS,ENSG00000196305,ENST00000498025
726,IARS,ENSG00000196305,ENST00000395554
727,IARS,ENSG00000196305,ENST00000447699
728,IARS,ENSG00000196305,ENST00000443024
729,AIF1L,ENSG00000126878,ENST00000372301
730,AIF1L,ENSG00000126878,ENST00000372309
731,AIF1L,ENSG00000126878,ENST00000372300
732,AIF1L,ENSG00000126878,ENST00000372297
733,AIF1L,ENSG00000126878,ENST00000372302
734,AIF1L,ENSG00000126878,ENST00000247291
735,AIF1L,ENSG00000126878,ENST00000372298
736,AIF1L,ENSG00000126878,ENST00000472942
737,AIF1L,ENSG00000126878,ENST00000372314
738,BLNK,ENSG00000095585,ENST00000467799
739,BLNK,ENSG00000095585,ENST00000224337
740,BLNK,ENSG00000095585,ENST00000427367
741,BLNK,ENSG00000095585,ENST00000371176
742,BLNK,ENSG00000095585,ENST00000413476
743,BLNK,ENSG00000095585,ENST00000472763
744,STAT6,ENSG00000166888,ENST00000557781
745,STAT6,ENSG00000166888,ENST00000555849
746,STAT6,ENSG00000166888,ENST00000556155
747,STAT6,ENSG00000166888,ENST00000553533
748,STAT6,ENSG00000166888,ENST00000556259
749,STAT6,ENSG00000166888,ENST00000553499
750,STAT6,ENSG00000166888,ENST00000555318
751,STAT6,ENSG00000166888,ENST00000538913
752,STAT6,ENSG00000166888,ENST00000555375
753,STAT6,ENSG00000166888,ENST00000554202
754,STAT6,ENSG00000166888,ENST00000555641
755,STAT6,ENSG00000166888,ENST00000543873
756,STAT6,ENSG00000166888,ENST00000553397
757,STAT6,ENSG00000166888,ENST00000554764
758,STAT6,ENSG00000166888,ENST00000555222
759,STAT6,ENSG00000166888,ENST00000454075
760,STAT6,ENSG00000166888,ENST00000554663
761,STAT6,ENSG00000166888,ENST00000554825
762,STAT6,ENSG00000166888,ENST00000537215
763,STAT6,ENSG00000166888,ENST00000300134
764,STAT6,ENSG00000166888,ENST00000555104
765,,,ENSR00001823040
766,LGR5,ENSG00000139292,ENST00000547310
767,LGR5,ENSG00000139292,ENST00000536515
768,LGR5,ENSG00000139292,ENST00000550851
769,RP11-186F10.2,ENSG00000257761,ENST00000546601
770,LGR5,ENSG00000139292,ENST00000266674
771,LGR5,ENSG00000139292,ENST00000540815
772,TET1P1,ENSG00000232204,ENST00000426627
773,MCF2L,ENSG00000126217,ENST00000494043
774,MCF2L,ENSG00000126217,ENST00000423251
775,MCF2L,ENSG00000126217,ENST00000375597
776,MCF2L,ENSG00000126217,ENST00000375604
777,MCF2L,ENSG00000126217,ENST00000469558
778,MCF2L,ENSG00000126217,ENST00000535094
779,MCF2L,ENSG00000126217,ENST00000397030
780,MCF2L,ENSG00000126217,ENST00000421756
781,MCF2L,ENSG00000126217,ENST00000480321
782,MCF2L,ENSG00000126217,ENST00000397021
783,MCF2L,ENSG00000126217,ENST00000473345
784,MCF2L,ENSG00000126217,ENST00000375608
785,MCF2L,ENSG00000126217,ENST00000409954
786,,,ENSR00001865406
787,,,
788,CTD-2026K11.1,ENSG00000260892,ENST00000569467
789,CSPG4,ENSG00000173546,ENST00000308508
790,CTD-2026K11.6,ENSG00000203392,ENST00000435356
791,,,ENSR00001866355
792,MORF4L1,ENSG00000185787,ENST00000559345
793,MORF4L1,ENSG00000185787,ENST00000558830
794,MORF4L1,ENSG00000185787,ENST00000558746
795,MORF4L1,ENSG00000185787,ENST00000558539
796,MORF4L1,ENSG00000185787,ENST00000560422
797,MORF4L1,ENSG00000185787,ENST00000559258
798,MORF4L1,ENSG00000185787,ENST00000559930
799,MORF4L1,ENSG00000185787,ENST00000559158
800,MORF4L1,ENSG00000185787,ENST00000558923
801,MORF4L1,ENSG00000185787,ENST00000559619
802,MORF4L1,ENSG00000185787,ENST00000331268
803,MORF4L1,ENSG00000185787,ENST00000426013
804,MORF4L1,ENSG00000185787,ENST00000558893
805,MORF4L1,ENSG00000185787,ENST00000557961
806,MORF4L1,ENSG00000185787,ENST00000559697
807,MORF4L1,ENSG00000185787,ENST00000558522
808,MORF4L1,ENSG00000185787,ENST00000558502
809,MORF4L1,ENSG00000185787,ENST00000559244
810,MORF4L1,ENSG00000185787,ENST00000559690
811,MORF4L1,ENSG00000185787,ENST00000561171
812,MORF4L1,ENSG00000185787,ENST00000559751
813,MORF4L1,ENSG00000185787,ENST00000379535
814,CES1,ENSG00000198848,ENST00000563005
815,CES1,ENSG00000198848,ENST00000565403
816,CES1,ENSG00000198848,ENST00000361503
817,CES1,ENSG00000198848,ENST00000360526
818,CES1,ENSG00000198848,ENST00000422046
819,CES1,ENSG00000198848,ENST00000566555
820,RP11-219A15.4,ENSG00000272815,ENST00000602730
821,KRT16P6,ENSG00000226145,ENST00000584481
822,KRT16P6,ENSG00000226145,ENST00000583748
823,KRT16P6,ENSG00000226145,ENST00000425692
824,KRT16P6,ENSG00000226145,ENST00000417510
825,,,
826,MYO19,ENSG00000278259,ENST00000620413
827,MYO19,ENSG00000278259,ENST00000611794
828,MYO19,ENSG00000278259,ENST00000621550
829,MYO19,ENSG00000278259,ENST00000615902
830,MYO19,ENSG00000278259,ENST00000614416
831,MYO19,ENSG00000278259,ENST00000611125
832,MYO19,ENSG00000278259,ENST00000614623
833,MYO19,ENSG00000278259,ENST00000610992
834,MYO19,ENSG00000278259,ENST00000611063
835,MYO19,ENSG00000278259,ENST00000610576
836,MYO19,ENSG00000278259,ENST00000612097
837,MYO19,ENSG00000278259,ENST00000611622
838,MYO19,ENSG00000278259,ENST00000610930
839,MYO19,ENSG00000278259,ENST00000620943
840,CSH1,ENSG00000136488,ENST00000316193
841,CSH1,ENSG00000136488,ENST00000453363
842,CSH1,ENSG00000136488,ENST00000610991
843,CSH1,ENSG00000136488,ENST00000558284
844,CSH1,ENSG00000136488,ENST00000558661
845,CSH1,ENSG00000136488,ENST00000329882
846,ZNF699,ENSG00000196110,ENST00000588336
847,ZNF699,ENSG00000196110,ENST00000308650
848,ZNF699,ENSG00000196110,ENST00000591998
849,CPAMD8,ENSG00000160111,ENST00000599287
850,CPAMD8,ENSG00000160111,ENST00000597709
851,RN7SL835P,ENSG00000264250,ENST00000579920
852,CPAMD8,ENSG00000160111,ENST00000601782
853,CPAMD8,ENSG00000160111,ENST00000388925
854,CPAMD8,ENSG00000160111,ENST00000594249
855,CPAMD8,ENSG00000160111,ENST00000443236
856,SPRED3,ENSG00000188766,ENST00000587947
857,GGN,ENSG00000179168,ENST00000334928
858,SPRED3,ENSG00000188766,ENST00000590962
859,SPRED3,ENSG00000188766,ENST00000586301
860,SPRED3,ENSG00000188766,ENST00000338502
861,GGN,ENSG00000179168,ENST00000586599
862,GGN,ENSG00000179168,ENST00000587676
863,SPRED3,ENSG00000188766,ENST00000587013
864,GGN,ENSG00000179168,ENST00000585737
865,SPRED3,ENSG00000188766,ENST00000586958
866,SPRED3,ENSG00000188766,ENST00000587564
867,GGN,ENSG00000179168,ENST00000591809
868,,,ENSR00001913457
869,LGALS14,ENSG00000006659,ENST00000360675
870,LGALS14,ENSG00000006659,ENST00000392052
871,LGALS14,ENSG00000006659,ENST00000601802
872,,,ENSR00001913774
873,CTC-360J11.4,ENSG00000268379,ENST00000594883
874,,,ENSR00001955642
875,,,
876,5S_rRNA,ENSG00000275305,ENST00000612928
877,,,ENSR00001955742
878,,,ENSR00001667249
879,,,
880,PCNT,ENSG00000160299,ENST00000359568
881,PCNT,ENSG00000160299,ENST00000483844
882,PCNT,ENSG00000160299,ENST00000466474
883,PCNT,ENSG00000160299,ENST00000490468
884,PCNT,ENSG00000160299,ENST00000480896
885,,,
886,MYH9,ENSG00000100345,ENST00000216181
887,MYH9,ENSG00000100345,ENST00000401701
888,MYH9,ENSG00000100345,ENST00000477189
889,MYH9,ENSG00000100345,ENST00000472210
890,MYH9,ENSG00000100345,ENST00000463027
891,LINC00850,ENSG00000280752,ENST00000629221
892,,,ENSR00002141318
893,AK2,ENSG00000004455,ENST00000469238
894,AK2,ENSG00000004455,ENST00000487289
895,AK2,ENSG00000004455,ENST00000629371
896,AK2,ENSG00000004455,ENST00000548033
897,Metazoa_SRP,ENSG00000276645,ENST00000610352
898,RP1-117O3.2,ENSG00000236065,ENST00000427524
899,AK2,ENSG00000004455,ENST00000551979
900,AK2,ENSG00000004455,ENST00000467905
901,AK2,ENSG00000004455,ENST00000466029
902,AK2,ENSG00000004455,ENST00000480134
903,AK2,ENSG00000004455,ENST00000548559
904,AK2,ENSG00000004455,ENST00000550338
905,AK2,ENSG00000004455,ENST00000373449
906,AK2,ENSG00000004455,ENST00000354858
907,,,ENSR00001746607
908,AGO4,ENSG00000134698,ENST00000496257
909,AGO4,ENSG00000134698,ENST00000373210
910,AGO4,ENSG00000134698,ENST00000488778
911,,,ENSR00001747030
912,CCDC23,ENSG00000177868,ENST00000497437
913,CCDC23,ENSG00000177868,ENST00000372521
914,CCDC23,ENSG00000177868,ENST00000372522
915,ERMAP,ENSG00000164010,ENST00000487556
916,ERMAP,ENSG00000164010,ENST00000372517
917,,,ENSR00001748310
918,FAM19A3,ENSG00000184599,ENST00000369630
919,FAM19A3,ENSG00000184599,ENST00000361886
920,RASAL2,ENSG00000075391,ENST00000462775
921,RASAL2,ENSG00000075391,ENST00000367649
922,RASAL2,ENSG00000075391,ENST00000433130
923,,,ENSR00001765536
924,RPL23AP27,ENSG00000225669,ENST00000415161
925,CCDC74A,ENSG00000163040,ENST00000465939
926,CCDC74A,ENSG00000163040,ENST00000409856
927,CCDC74A,ENSG00000163040,ENST00000295171
928,MED15P4,ENSG00000224679,ENST00000417579
929,CCDC74A,ENSG00000163040,ENST00000454549
930,CCDC74A,ENSG00000163040,ENST00000478665
931,CCDC74A,ENSG00000163040,ENST00000434330
932,CCDC74A,ENSG00000163040,ENST00000467992
933,CCDC74A,ENSG00000163040,ENST00000468650
934,AC011999.1,ENSG00000214070,ENST00000424794
935,ART3,ENSG00000156219,ENST00000513122
936,RP11-630D6.1,ENSG00000225846,ENST00000477971
937,ART3,ENSG00000156219,ENST00000510669
938,CXCL11,ENSG00000169248,ENST00000503860
939,ART3,ENSG00000156219,ENST00000513353
940,ART3,ENSG00000156219,ENST00000341029
941,CXCL11,ENSG00000169248,ENST00000306621
942,ART3,ENSG00000156219,ENST00000504914
943,,,ENSR00002009250
944,RP11-55K22.2,ENSG00000213109,ENST00000574864
945,RP11-55K22.2,ENSG00000213109,ENST00000425027
946,PEX7,ENSG00000112357,ENST00000318471
947,SRPK2,ENSG00000135250,ENST00000460391
948,CTB-152G17.4,ENSG00000271482,ENST00000604391
949,SRPK2,ENSG00000135250,ENST00000489828
950,SRPK2,ENSG00000135250,ENST00000482897
951,SRPK2,ENSG00000135250,ENST00000465112
952,SRPK2,ENSG00000135250,ENST00000476117
953,SRPK2,ENSG00000135250,ENST00000357311
954,SRPK2,ENSG00000135250,ENST00000462282
955,SRPK2,ENSG00000135250,ENST00000482862
956,SRPK2,ENSG00000135250,ENST00000393651
957,SRPK2,ENSG00000135250,ENST00000485455
958,,,ENSR00002084794
959,WDR5,ENSG00000196363,ENST00000358625
960,ACTA2,ENSG00000107796,ENST00000458208
961,ACTA2,ENSG00000107796,ENST00000224784
962,STAMBPL1,ENSG00000138134,ENST00000371927
963,ACTA2,ENSG00000107796,ENST00000415557
964,ACTA2,ENSG00000107796,ENST00000458159
965,ACTA2,ENSG00000107796,ENST00000482085
966,ACTA2,ENSG00000107796,ENST00000488967
967,ACTA2,ENSG00000107796,ENST00000480297
968,,,ENSR00001789148
969,MYOD1,ENSG00000129152,ENST00000250003
970,,,ENSR00001799071
971,CTD-2140G10.2,ENSG00000254768,ENST00000530569
972,SLC17A6,ENSG00000091664,ENST00000263160
973,CTD-2140G10.2,ENSG00000254768,ENST00000531304
974,SLC17A6,ENSG00000091664,ENST00000534115
975,CTD-2140G10.2,ENSG00000254768,ENST00000528009
976,CAT,ENSG00000121691,ENST00000525707
977,CAT,ENSG00000121691,ENST00000241052
978,CAT,ENSG00000121691,ENST00000534710
979,TPCN1,ENSG00000186815,ENST00000541517
980,TPCN1,ENSG00000186815,ENST00000546781
981,TPCN1,ENSG00000186815,ENST00000551127
982,TPCN1,ENSG00000186815,ENST00000428632
983,TPCN1,ENSG00000186815,ENST00000546503
984,TPCN1,ENSG00000186815,ENST00000392569
985,TPCN1,ENSG00000186815,ENST00000550785
986,TPCN1,ENSG00000186815,ENST00000335509
987,TPCN1,ENSG00000186815,ENST00000552077
988,LINC00431,ENSG00000225760,ENST00000440735
989,,,ENSR00001844594
990,TDP1,ENSG00000042088,ENST00000553527
991,TDP1,ENSG00000042088,ENST00000553617
992,TDP1,ENSG00000042088,ENST00000554976
993,TDP1,ENSG00000042088,ENST00000393454
994,TDP1,ENSG00000042088,ENST00000554180
995,TDP1,ENSG00000042088,ENST00000545686
996,TDP1,ENSG00000042088,ENST00000555880
997,TDP1,ENSG00000042088,ENST00000335725
998,TDP1,ENSG00000042088,ENST00000553989
999,TDP1,ENSG00000042088,ENST00000555565
1000,TDP1,ENSG00000042088,ENST00000556867
1001,TDP1,ENSG00000042088,ENST00000555178
1002,TDP1,ENSG00000042088,ENST00000556498
1003,TDP1,ENSG00000042088,ENST00000393452
1004,IQGAP1,ENSG00000140575,ENST00000268182
1005,RP11-154B12.3,ENSG00000259177,ENST00000560578
1006,IQGAP1,ENSG00000140575,ENST00000559809
1007,IQGAP1,ENSG00000140575,ENST00000560738
1008,IQGAP1,ENSG00000140575,ENST00000560418
1009,NDUFA3P4,ENSG00000259262,ENST00000560814
1010,CPD,ENSG00000108582,ENST00000584050
1011,CPD,ENSG00000108582,ENST00000543464
1012,CPD,ENSG00000108582,ENST00000580396
1013,CPD,ENSG00000108582,ENST00000225719
1014,CPD,ENSG00000108582,ENST00000584051
1015,CPD,ENSG00000108582,ENST00000584221
1016,CPD,ENSG00000108582,ENST00000579502
1017,SS18,ENSG00000141380,ENST00000269137
1018,SS18,ENSG00000141380,ENST00000582092
1019,SS18,ENSG00000141380,ENST00000585241
1020,SS18,ENSG00000141380,ENST00000580958
1021,SS18,ENSG00000141380,ENST00000269138
1022,SS18,ENSG00000141380,ENST00000585121
1023,SS18,ENSG00000141380,ENST00000415083
1024,SS18,ENSG00000141380,ENST00000579640
1025,SS18,ENSG00000141380,ENST00000542420
1026,SS18,ENSG00000141380,ENST00000539244
1027,ZNF555,ENSG00000186300,ENST00000585966
1028,ZNF555,ENSG00000186300,ENST00000591539
1029,AC006130.3,ENSG00000267063,ENST00000589365
1030,ZNF555,ENSG00000186300,ENST00000334241
1031,CTB-55O6.8,ENSG00000141854,ENST00000269720
1032,MIR1199,ENSG00000277805,ENST00000621445
1033,EEF1DP1,ENSG00000228887,ENST00000585891
1034,CTB-55O6.8,ENSG00000141854,ENST00000590772
1035,CTB-55O6.8,ENSG00000141854,ENST00000587086
1036,CTB-55O6.8,ENSG00000141854,ENST00000591982
1037,,,ENSR00001910545
1038,SMC1A,ENSG00000072501,ENST00000469129
1039,SMC1A,ENSG00000072501,ENST00000322213
1040,SMC1A,ENSG00000072501,ENST00000470241
1041,SMC1A,ENSG00000072501,ENST00000375340
1042,NBPF10,ENSG00000271425,ENST00000610925
1043,NBPF10,ENSG00000271425,ENST00000616399
1044,NBPF10,ENSG00000271425,ENST00000622244
1045,NBPF10,ENSG00000271425,ENST00000583866
1046,NBPF10,ENSG00000271425,ENST00000613557
1047,NBPF10,ENSG00000271425,ENST00000613224
1048,NBPF10,ENSG00000271425,ENST00000617010
1049,RP11-34P13.7,ENSG00000238009,ENST00000477740
1050,RP11-34P13.7,ENSG00000238009,ENST00000466430
1051,,,ENSR00001740132
1052,,,
1053,,,ENSR00001740942
1054,,,ENSR00000668705
1055,,,
1056,,,
1057,TNFRSF1B,ENSG00000028137,ENST00000376259
1058,TNFRSF1B,ENSG00000028137,ENST00000492361
1059,,,ENSR00001742394
1060,ARHGEF19,ENSG00000142632,ENST00000478210
1061,ARHGEF19-AS1,ENSG00000234166,ENST00000457809
1062,ARHGEF19,ENSG00000142632,ENST00000478117
1063,ARHGEF19,ENSG00000142632,ENST00000270747
1064,ARHGEF19,ENSG00000142632,ENST00000449495
1065,PADI6,ENSG00000276747,ENST00000619609
1066,,,ENSR00001517838
1067,RCC2,ENSG00000179051,ENST00000474892
1068,RCC2,ENSG00000179051,ENST00000375436
1069,RCC2,ENSG00000179051,ENST00000375433
1070,AC004824.1,ENSG00000266727,ENST00000583469
1071,,,
1072,HSPG2,ENSG00000142798,ENST00000453796
1073,HSPG2,ENSG00000142798,ENST00000493940
1074,HSPG2,ENSG00000142798,ENST00000374695
1075,RN7SL386P,ENSG00000273610,ENST00000485776
1076,CELA3B,ENSG00000219073,ENST00000374666
1077,RNU6-1022P,ENSG00000201919,ENST00000365049
1078,CELA3B,ENSG00000219073,ENST00000400277
1079,CELA3B,ENSG00000219073,ENST00000337107
1080,CELA3B,ENSG00000219073,ENST00000473526
1081,LYPLA2,ENSG00000011009,ENST00000374503
1082,LYPLA2,ENSG00000011009,ENST00000374501
1083,GALE,ENSG00000117308,ENST00000467493
1084,LYPLA2,ENSG00000011009,ENST00000374505
1085,GALE,ENSG00000117308,ENST00000418277
1086,GALE,ENSG00000117308,ENST00000425913
1087,GALE,ENSG00000117308,ENST00000486382
1088,GALE,ENSG00000117308,ENST00000470949
1089,GALE,ENSG00000117308,ENST00000429356
1090,GALE,ENSG00000117308,ENST00000470383
1091,LYPLA2,ENSG00000011009,ENST00000374514
